,critic_name,top_critic,critic_publication,review_icon,review_quote,review_link,date_published,season,language,pos_tag,wordnet_pos,review_quote_processed
222,Daniel D'Addario,True,Variety,fresh,"['better', 'call', 'saul', 'early', 'going', 'fifth', 'penultimate', 'season', 'remains', 'picture', 'white-knuckled', 'real', 'restraint']",https://variety.com/2020/tv/reviews/better-call-saul-season-5-review-1203499842/,"Feb 12, 2020",5,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'VBZ'), ('early', 'RB'), ('going', 'VBG'), ('fifth', 'JJ'), ('penultimate', 'NN'), ('season', 'NN'), ('remains', 'VBZ'), ('picture', 'JJ'), ('white-knuckled', 'JJ'), ('real', 'JJ'), ('restraint', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'v'), ('early', 'r'), ('going', 'v'), ('fifth', 'a'), ('penultimate', 'n'), ('season', 'n'), ('remains', 'v'), ('picture', 'a'), ('white-knuckled', 'a'), ('real', 'a'), ('restraint', 'n')]",well call saul early go fifth penultimate season remain picture white-knuckled real restraint
223,Chris Evangelista,False,Slashfilm,fresh,"['wonder', 'show', 'world', 'tv', 'worse', 'gone']",https://www.slashfilm.com/better-call-saul-season-5-review/,"Feb 6, 2020",5,en,"[('wonder', 'VB'), ('show', 'NN'), ('world', 'NN'), ('tv', 'NN'), ('worse', 'JJR'), ('gone', 'VBN')]","[('wonder', 'v'), ('show', 'n'), ('world', 'n'), ('tv', 'n'), ('worse', 'a'), ('gone', 'v')]",wonder show world tv bad go
224,Kelly Connolly,False,TV Guide,fresh,"['better', 'call', 'saul', 'better', 'prequel', 'prequels', 'understands', 'tragedy', 'fate', 'baked', 'story']",https://www.tvguide.com/news/better-call-saul-review-jimmy-becomes-saul-goodman-season-5/?ftag=TVG-10-10aaa0a,"Feb 6, 2020",5,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('better', 'RBR'), ('prequel', 'NN'), ('prequels', 'NNS'), ('understands', 'VBZ'), ('tragedy', 'JJ'), ('fate', 'NN'), ('baked', 'VBD'), ('story', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), ('better', 'r'), ('prequel', 'n'), ('prequels', 'n'), ('understands', 'v'), ('tragedy', 'a'), ('fate', 'n'), ('baked', 'v'), ('story', 'n')]",well call saul well prequel prequels understand tragedy fate bake story
225,Gabriel Bergmoser,False,Den of Geek,fresh,"['usual', '``', 'saul', ""''"", 'operates', 'confidence', 'impeccable', 'craft', 'sticking', 'always', 'steady', 'pace', 'reminding', 'audience', 'far', 'characters', 'come', 'many', 'cases', 'fallen']",https://www.denofgeek.com/us/tv/amc/285677/better-call-saul-season-5-review,"Feb 5, 2020",5,en,"[('usual', 'JJ'), ('``', '``'), ('saul', 'NN'), (""''"", ""''""), ('operates', 'VBZ'), ('confidence', 'NN'), ('impeccable', 'JJ'), ('craft', 'NN'), ('sticking', 'VBG'), ('always', 'RB'), ('steady', 'JJ'), ('pace', 'NN'), ('reminding', 'VBG'), ('audience', 'NN'), ('far', 'RB'), ('characters', 'NNS'), ('come', 'VBP'), ('many', 'JJ'), ('cases', 'NNS'), ('fallen', 'VBP')]","[('usual', 'a'), ('``', 'n'), ('saul', 'n'), (""''"", 'n'), ('operates', 'v'), ('confidence', 'n'), ('impeccable', 'a'), ('craft', 'n'), ('sticking', 'v'), ('always', 'r'), ('steady', 'a'), ('pace', 'n'), ('reminding', 'v'), ('audience', 'n'), ('far', 'r'), ('characters', 'n'), ('come', 'v'), ('many', 'a'), ('cases', 'n'), ('fallen', 'v')]",usual `` saul '' operate confidence impeccable craft stick always steady pace remind audience far character come many case fall
226,Liz Shannon Miller,True,Paste Magazine,fresh,"['odenkirk', 'always', 'continues', 'find', 'new', 'things', 'explore', 'character', 'playing', '11', 'years']",https://www.pastemagazine.com/articles/2020/02/better-call-saul-season-5-review.html,"Feb 5, 2020",5,en,"[('odenkirk', 'NN'), ('always', 'RB'), ('continues', 'VBZ'), ('find', 'VB'), ('new', 'JJ'), ('things', 'NNS'), ('explore', 'VBP'), ('character', 'NN'), ('playing', 'VBG'), ('11', 'CD'), ('years', 'NNS')]","[('odenkirk', 'n'), ('always', 'r'), ('continues', 'v'), ('find', 'v'), ('new', 'a'), ('things', 'n'), ('explore', 'v'), ('character', 'n'), ('playing', 'v'), ('11', 'n'), ('years', 'n')]",odenkirk always continue find new thing explore character play 11 year
227,Adam Chitwood,False,Collider,fresh,"['better', 'call', 'saul', 'revealing', 'possibly', 'even', 'better', 'series', 'one', 'nuance', 'addition', 'thematic', 'complexity', 'direction', 'execution', 'series', 'unparalleled', 'anything', 'television', 'right']",https://collider.com/better-call-saul-season-5-review/,"Feb 5, 2020",5,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('revealing', 'NN'), ('possibly', 'RB'), ('even', 'RB'), ('better', 'JJR'), ('series', 'NN'), ('one', 'CD'), ('nuance', 'NN'), ('addition', 'NN'), ('thematic', 'JJ'), ('complexity', 'NN'), ('direction', 'NN'), ('execution', 'NN'), ('series', 'NN'), ('unparalleled', 'VBD'), ('anything', 'NN'), ('television', 'NN'), ('right', 'NN')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), ('revealing', 'n'), ('possibly', 'r'), ('even', 'r'), ('better', 'a'), ('series', 'n'), ('one', 'n'), ('nuance', 'n'), ('addition', 'n'), ('thematic', 'a'), ('complexity', 'n'), ('direction', 'n'), ('execution', 'n'), ('series', 'n'), ('unparalleled', 'v'), ('anything', 'n'), ('television', 'n'), ('right', 'n')]",well call saul revealing possibly even good series one nuance addition thematic complexity direction execution series unparalleled anything television right
228,Miles Surrey,False,The Ringer,fresh,"['thrilling', 'midseason', 'finale', 'brings', 'two', 'important', 'characters', 'jimmy', '’', 'doorstep', 'fates', 'previewing', 'series', 'go', 'final', 'episodes', '...']",https://www.theringer.com/2022/5/23/23138597/better-call-saul-season-6-midseason-finale-howard-lalo,"May 27, 2022",6,en,"[('thrilling', 'VBG'), ('midseason', 'NN'), ('finale', 'JJ'), ('brings', 'VBZ'), ('two', 'CD'), ('important', 'JJ'), ('characters', 'NNS'), ('jimmy', 'VBP'), ('’', 'JJ'), ('doorstep', 'NN'), ('fates', 'NNS'), ('previewing', 'VBG'), ('series', 'NN'), ('go', 'VBP'), ('final', 'JJ'), ('episodes', 'NNS'), ('...', ':')]","[('thrilling', 'v'), ('midseason', 'n'), ('finale', 'a'), ('brings', 'v'), ('two', 'n'), ('important', 'a'), ('characters', 'n'), ('jimmy', 'v'), ('’', 'a'), ('doorstep', 'n'), ('fates', 'n'), ('previewing', 'v'), ('series', 'n'), ('go', 'v'), ('final', 'a'), ('episodes', 'n'), ('...', 'n')]",thrill midseason finale bring two important character jimmy ’ doorstep fate preview series go final episode ...
229,Mikel Zorrilla,False,Espinof,fresh,"['remained', 'faithful', 'restrained', 'rhythm', '...', 'time', 'come', 'blow', 'everything', 'full', 'review', 'spanish']",https://www.espinof.com/criticas/better-call-saul-hace-saltar-todo-aires-impactante-final-primera-parte-su-temporada-6,"May 25, 2022",6,en,"[('remained', 'VBN'), ('faithful', 'JJ'), ('restrained', 'VBN'), ('rhythm', 'NN'), ('...', ':'), ('time', 'NN'), ('come', 'VB'), ('blow', 'NN'), ('everything', 'NN'), ('full', 'JJ'), ('review', 'NN'), ('spanish', 'JJ')]","[('remained', 'v'), ('faithful', 'a'), ('restrained', 'v'), ('rhythm', 'n'), ('...', 'n'), ('time', 'n'), ('come', 'v'), ('blow', 'n'), ('everything', 'n'), ('full', 'a'), ('review', 'n'), ('spanish', 'a')]",remain faithful restrain rhythm ... time come blow everything full review spanish
230,Matt Roush,False,TV Insider,fresh,"['michael', 'mando', 'truly', 'rose', 'occasion']",https://www.tvinsider.com/1041928/ask-matt-better-call-saul-nacho-the-thing-about-pam-goldbergs-celebrity-iou/,"May 5, 2022",6,en,"[('michael', 'NN'), ('mando', 'NN'), ('truly', 'RB'), ('rose', 'VBD'), ('occasion', 'NN')]","[('michael', 'n'), ('mando', 'n'), ('truly', 'r'), ('rose', 'v'), ('occasion', 'n')]",michael mando truly rise occasion
231,Kevin Carr,False,Fat Guys at the Movies,fresh,"['feel', 'like', 'trajectory', 'feel', 'like', 'coming', 'end', '...', 'powerful', 'show', 'well', 'put', 'together']",https://www.fatguysatthemovies.com/episode-784-more-tv-than-movies/,"Apr 29, 2022",6,en,"[('feel', 'NN'), ('like', 'IN'), ('trajectory', 'JJ'), ('feel', 'NNS'), ('like', 'IN'), ('coming', 'VBG'), ('end', 'NN'), ('...', ':'), ('powerful', 'JJ'), ('show', 'VBP'), ('well', 'RB'), ('put', 'VB'), ('together', 'RB')]","[('feel', 'n'), ('like', 'n'), ('trajectory', 'a'), ('feel', 'n'), ('like', 'n'), ('coming', 'v'), ('end', 'n'), ('...', 'n'), ('powerful', 'a'), ('show', 'v'), ('well', 'r'), ('put', 'v'), ('together', 'r')]",feel like trajectory feel like come end ... powerful show well put together
232,Liz Shannon Miller,True,Consequence,fresh,"['choices', 'may', 'fall', 'new', 'scrutiny', 'seasons', 'episode', 'staggering', 'achievement', 'giving', 'one', 'character', 'showcase', 'deserves', 'fate', 'outrun', 'arrives']",https://consequence.net/2022/04/better-call-saul-season-6-episode-3-recap/,"Apr 29, 2022",6,en,"[('choices', 'NNS'), ('may', 'MD'), ('fall', 'VB'), ('new', 'JJ'), ('scrutiny', 'JJ'), ('seasons', 'NNS'), ('episode', 'VBP'), ('staggering', 'JJ'), ('achievement', 'NN'), ('giving', 'VBG'), ('one', 'CD'), ('character', 'NN'), ('showcase', 'NN'), ('deserves', 'VBZ'), ('fate', 'JJ'), ('outrun', 'NN'), ('arrives', 'NNS')]","[('choices', 'n'), ('may', 'n'), ('fall', 'v'), ('new', 'a'), ('scrutiny', 'a'), ('seasons', 'n'), ('episode', 'v'), ('staggering', 'a'), ('achievement', 'n'), ('giving', 'v'), ('one', 'n'), ('character', 'n'), ('showcase', 'n'), ('deserves', 'v'), ('fate', 'a'), ('outrun', 'n'), ('arrives', 'n')]",choice may fall new scrutiny season episode staggering achievement give one character showcase deserve fate outrun arrives
233,Brad Newsome,True,Sydney Morning Herald,fresh,"['final', 'season', 'better', 'call', 'saul', 'remains', 'expansively', 'cinematic', 'claustrophobically', 'tense', 'ever', 'creators', 'vince', 'gilligan', 'peter', 'gould', 'still', 'masters', 'desert', 'domain']",https://www.smh.com.au/culture/tv-and-radio/engrossing-tv-top-notch-cast-takes-us-behind-famous-us-presidents-20220420-p5aeyh.html,"Apr 28, 2022",6,en,"[('final', 'JJ'), ('season', 'NN'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('remains', 'VBZ'), ('expansively', 'RB'), ('cinematic', 'JJ'), ('claustrophobically', 'RB'), ('tense', 'JJ'), ('ever', 'RB'), ('creators', 'NNS'), ('vince', 'VBP'), ('gilligan', 'JJ'), ('peter', 'NN'), ('gould', 'NN'), ('still', 'RB'), ('masters', 'VBZ'), ('desert', 'NN'), ('domain', 'NN')]","[('final', 'a'), ('season', 'n'), ('better', 'r'), ('call', 'n'), ('saul', 'n'), ('remains', 'v'), ('expansively', 'r'), ('cinematic', 'a'), ('claustrophobically', 'r'), ('tense', 'a'), ('ever', 'r'), ('creators', 'n'), ('vince', 'v'), ('gilligan', 'a'), ('peter', 'n'), ('gould', 'n'), ('still', 'r'), ('masters', 'v'), ('desert', 'n'), ('domain', 'n')]",final season well call saul remain expansively cinematic claustrophobically tense ever creator vince gilligan peter gould still master desert domain
234,Roger Catlin,False,rogercatlin.com,fresh,"['clear', 'show', 'runners', 'getting', 'better', 'better', 'making', 'great', 'tv', 'actors', 'slightly', 'undermine', 'story', 'looking', 'older', 'prequel', 'main', 'series']",https://rogercatlin.com/2022/04/18/monday-tv-better-call-saul-comes-back/,"Apr 23, 2022",6,en,"[('clear', 'JJ'), ('show', 'NN'), ('runners', 'NNS'), ('getting', 'VBG'), ('better', 'RB'), ('better', 'RBR'), ('making', 'VBG'), ('great', 'JJ'), ('tv', 'NN'), ('actors', 'NNS'), ('slightly', 'RB'), ('undermine', 'JJ'), ('story', 'NN'), ('looking', 'VBG'), ('older', 'JJR'), ('prequel', 'NN'), ('main', 'JJ'), ('series', 'NN')]","[('clear', 'a'), ('show', 'n'), ('runners', 'n'), ('getting', 'v'), ('better', 'r'), ('better', 'r'), ('making', 'v'), ('great', 'a'), ('tv', 'n'), ('actors', 'n'), ('slightly', 'r'), ('undermine', 'a'), ('story', 'n'), ('looking', 'v'), ('older', 'a'), ('prequel', 'n'), ('main', 'a'), ('series', 'n')]",clear show runner get well well make great tv actor slightly undermine story look old prequel main series
235,Nick Schager,True,The Daily Beast,fresh,"['vince', 'gilligan', 'bob', 'odenkirk', 'company', 'firing', 'cylinders', 'amc', 'show', '’', 'final', 'season', '...']",https://www.thedailybeast.com/better-call-saul-season-6-opens-in-explosive-masterful-fashion,"Apr 22, 2022",6,en,"[('vince', 'NN'), ('gilligan', 'NN'), ('bob', 'VBD'), ('odenkirk', 'JJ'), ('company', 'NN'), ('firing', 'VBG'), ('cylinders', 'NNS'), ('amc', 'VBP'), ('show', 'NN'), ('’', 'NNP'), ('final', 'JJ'), ('season', 'NN'), ('...', ':')]","[('vince', 'n'), ('gilligan', 'n'), ('bob', 'v'), ('odenkirk', 'a'), ('company', 'n'), ('firing', 'v'), ('cylinders', 'n'), ('amc', 'v'), ('show', 'n'), ('’', 'n'), ('final', 'a'), ('season', 'n'), ('...', 'n')]",vince gilligan bob odenkirk company fire cylinder amc show ’ final season ...
236,Alex Maidy,False,JoBlo's Movie Network,fresh,"['make', 'final', 'season', 'best', 'series', 'near-impossible', 'task', 'keeping', 'story', 'level', 'consistent', 'wonderfully', 'written', 'cast', 'characters', 'takes', 'fairly', 'straightforward', 'story', 'makes', 'intricate', 'jimmys', 'cons']",https://www.joblo.com/better-call-saul-season-6-tv-review/,"Apr 22, 2022",6,en,"[('make', 'VB'), ('final', 'JJ'), ('season', 'NN'), ('best', 'JJS'), ('series', 'NN'), ('near-impossible', 'JJ'), ('task', 'NN'), ('keeping', 'VBG'), ('story', 'NN'), ('level', 'NN'), ('consistent', 'JJ'), ('wonderfully', 'RB'), ('written', 'VBN'), ('cast', 'JJ'), ('characters', 'NNS'), ('takes', 'VBZ'), ('fairly', 'RB'), ('straightforward', 'JJ'), ('story', 'NN'), ('makes', 'VBZ'), ('intricate', 'JJ'), ('jimmys', 'NNS'), ('cons', 'NNS')]","[('make', 'v'), ('final', 'a'), ('season', 'n'), ('best', 'a'), ('series', 'n'), ('near-impossible', 'a'), ('task', 'n'), ('keeping', 'v'), ('story', 'n'), ('level', 'n'), ('consistent', 'a'), ('wonderfully', 'r'), ('written', 'v'), ('cast', 'a'), ('characters', 'n'), ('takes', 'v'), ('fairly', 'r'), ('straightforward', 'a'), ('story', 'n'), ('makes', 'v'), ('intricate', 'a'), ('jimmys', 'n'), ('cons', 'n')]",make final season best series near-impossible task keep story level consistent wonderfully write cast character take fairly straightforward story make intricate jimmy con
237,Lauren Coates,False,Culturess,fresh,"['season', 'six', 'yet', 'another', 'reminder', 'better', 'call', 'saul', 'stepped', 'breaking', 'bad', '‘', 'shadow', 'developed', 'confident', 'identity', 'series', 'chronicling', 'slow', 'steady', 'demise', 'protagonists']",https://culturess.com/2022/04/21/better-call-saul-season-6-review/,"Apr 21, 2022",6,en,"[('season', 'NN'), ('six', 'CD'), ('yet', 'RB'), ('another', 'DT'), ('reminder', 'NN'), ('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('stepped', 'VBD'), ('breaking', 'VBG'), ('bad', 'JJ'), ('‘', 'NNP'), ('shadow', 'NN'), ('developed', 'VBD'), ('confident', 'JJ'), ('identity', 'NN'), ('series', 'NN'), ('chronicling', 'VBG'), ('slow', 'JJ'), ('steady', 'JJ'), ('demise', 'NN'), ('protagonists', 'NNS')]","[('season', 'n'), ('six', 'n'), ('yet', 'r'), ('another', 'n'), ('reminder', 'n'), ('better', 'r'), ('call', 'n'), ('saul', 'n'), ('stepped', 'v'), ('breaking', 'v'), ('bad', 'a'), ('‘', 'n'), ('shadow', 'n'), ('developed', 'v'), ('confident', 'a'), ('identity', 'n'), ('series', 'n'), ('chronicling', 'v'), ('slow', 'a'), ('steady', 'a'), ('demise', 'n'), ('protagonists', 'n')]",season six yet another reminder well call saul step break bad ‘ shadow develop confident identity series chronicle slow steady demise protagonist
238,Kshitij Rawat,False,The Indian Express,fresh,"['everything', 'made', 'earlier', 'seasons', 'fantastic', 'season', '6', 'turned', '11', 'acting', 'still', 'phenomenal', 'writing', 'top-notch', 'cinematography', 'remains', 'stunning', 'yet', 'understated', 'subtle', 'touches', 'motifs']",https://indianexpress.com/article/entertainment/television/better-call-saul-season-6-first-impression-descent-into-devilry-was-never-this-delicious-satisfying/,"Apr 21, 2022",6,en,"[('everything', 'NN'), ('made', 'VBD'), ('earlier', 'JJR'), ('seasons', 'NNS'), ('fantastic', 'JJ'), ('season', 'NN'), ('6', 'CD'), ('turned', 'VBD'), ('11', 'CD'), ('acting', 'NN'), ('still', 'RB'), ('phenomenal', 'JJ'), ('writing', 'VBG'), ('top-notch', 'JJ'), ('cinematography', 'NN'), ('remains', 'VBZ'), ('stunning', 'JJ'), ('yet', 'RB'), ('understated', 'JJ'), ('subtle', 'JJ'), ('touches', 'NNS'), ('motifs', 'NNS')]","[('everything', 'n'), ('made', 'v'), ('earlier', 'a'), ('seasons', 'n'), ('fantastic', 'a'), ('season', 'n'), ('6', 'n'), ('turned', 'v'), ('11', 'n'), ('acting', 'n'), ('still', 'r'), ('phenomenal', 'a'), ('writing', 'v'), ('top-notch', 'a'), ('cinematography', 'n'), ('remains', 'v'), ('stunning', 'a'), ('yet', 'r'), ('understated', 'a'), ('subtle', 'a'), ('touches', 'n'), ('motifs', 'n')]",everything make early season fantastic season 6 turn 11 acting still phenomenal write top-notch cinematography remain stunning yet understated subtle touch motif
239,Melanie McFarland,True,Salon.com,fresh,"['still', 'extraordinary', 'riveting', 'drama', 'tv', 'substantially', 'emphasis', 'showing', 'implying', 'scripting', 'thinking']",https://www.salon.com/2022/04/18/better-call-saul-review-amc/,"Apr 21, 2022",6,en,"[('still', 'RB'), ('extraordinary', 'JJ'), ('riveting', 'VBG'), ('drama', 'JJ'), ('tv', 'NN'), ('substantially', 'RB'), ('emphasis', 'VBZ'), ('showing', 'VBG'), ('implying', 'VBG'), ('scripting', 'VBG'), ('thinking', 'NN')]","[('still', 'r'), ('extraordinary', 'a'), ('riveting', 'v'), ('drama', 'a'), ('tv', 'n'), ('substantially', 'r'), ('emphasis', 'v'), ('showing', 'v'), ('implying', 'v'), ('scripting', 'v'), ('thinking', 'n')]",still extraordinary rivet drama tv substantially emphasis show imply script thinking
240,Louis Chilton,True,The Atlantic,fresh,"['devil', 'details', 'everything', 'else', 'pleasure', 'three', 'steps', 'behind']",https://www.independent.co.uk/arts-entertainment/tv/reviews/better-call-saul-review-6-b2058271.html,"Apr 21, 2022",6,en,"[('devil', 'NN'), ('details', 'NNS'), ('everything', 'NN'), ('else', 'RB'), ('pleasure', 'NN'), ('three', 'CD'), ('steps', 'NNS'), ('behind', 'IN')]","[('devil', 'n'), ('details', 'n'), ('everything', 'n'), ('else', 'r'), ('pleasure', 'n'), ('three', 'n'), ('steps', 'n'), ('behind', 'n')]",devil detail everything else pleasure three step behind
241,Hugo Rifkind,True,Times (UK),fresh,"['without', 'wanting', 'sound', 'grandiose', 'one', 'shows', 'reminds', 'observing', 'entertainment', 'art', 'form', 'distinct', 'intricate', 'literature']",https://www.thetimes.co.uk/article/better-call-saul-review-one-of-those-shows-that-reminds-you-that-you-are-observing-an-art-form-mvpcvz6jw,"Apr 20, 2022",6,en,"[('without', 'IN'), ('wanting', 'VBG'), ('sound', 'NN'), ('grandiose', 'VBD'), ('one', 'CD'), ('shows', 'VBZ'), ('reminds', 'VBZ'), ('observing', 'VBG'), ('entertainment', 'NN'), ('art', 'NN'), ('form', 'NN'), ('distinct', 'JJ'), ('intricate', 'JJ'), ('literature', 'NN')]","[('without', 'n'), ('wanting', 'v'), ('sound', 'n'), ('grandiose', 'v'), ('one', 'n'), ('shows', 'v'), ('reminds', 'v'), ('observing', 'v'), ('entertainment', 'n'), ('art', 'n'), ('form', 'n'), ('distinct', 'a'), ('intricate', 'a'), ('literature', 'n')]",without want sound grandiose one show remind observe entertainment art form distinct intricate literature
242,Joel Keller,False,Decider,fresh,"['better', 'call', 'saul', 'stays', 'course', 'beginning', 'final', 'season', 'building', 'anticipation', 'towards', 'finale', 'know', 'beginning', 'new', 'story', 'instead', 'ending', 'current', 'one']",https://decider.com/2022/04/18/better-call-saul-season-6-amc-review/,"Apr 19, 2022",6,en,"[('better', 'RBR'), ('call', 'NN'), ('saul', 'NN'), ('stays', 'VBZ'), ('course', 'NN'), ('beginning', 'VBG'), ('final', 'JJ'), ('season', 'NN'), ('building', 'NN'), ('anticipation', 'NN'), ('towards', 'IN'), ('finale', 'NN'), ('know', 'VBP'), ('beginning', 'VBG'), ('new', 'JJ'), ('story', 'NN'), ('instead', 'RB'), ('ending', 'VBG'), ('current', 'JJ'), ('one', 'CD')]","[('better', 'r'), ('call', 'n'), ('saul', 'n'), ('stays', 'v'), ('course', 'n'), ('beginning', 'v'), ('final', 'a'), ('season', 'n'), ('building', 'n'), ('anticipation', 'n'), ('towards', 'n'), ('finale', 'n'), ('know', 'v'), ('beginning', 'v'), ('new', 'a'), ('story', 'n'), ('instead', 'r'), ('ending', 'v'), ('current', 'a'), ('one', 'n')]",well call saul stay course begin final season building anticipation towards finale know begin new story instead end current one
